4.96632	1.01053
4.96144	1.03047
4.95655	1.0217
4.95167	1.0419
4.94679	1.04512
4.94191	1.04762
4.93703	1.03685
4.93215	1.03543
4.92726	1.02518
4.92238	1.02401
4.9175	1.0174
4.91262	1.03116
4.90774	1.03103
4.90286	1.02638
4.89797	1.02353
4.89309	1.00654
4.88821	1.00986
4.88333	0.99705
4.87845	0.99016
4.87357	0.98322
4.86869	0.98614
4.8638	1.0095
4.85892	1.01978
4.85404	1.02748
4.84916	1.03383
4.84428	1.03853
4.8394	1.03937
4.83451	1.03591
4.82963	1.0243
4.82475	1.01119
4.81987	1.00463
4.81499	1.00746
4.81011	1.01311
4.80522	1.01369
4.80034	1.00965
4.79546	1.02158
4.79058	1.03517
4.7857	1.06173
4.78082	1.07738
4.77594	1.08266
4.77105	1.09482
4.76617	1.09974
4.76129	1.11482
4.75641	1.10984
4.75153	1.12439
4.74665	1.12868
4.74176	1.11918
4.73688	1.11926
4.732	1.13349
4.72712	1.13586
4.72224	1.13028
4.71736	1.13033
4.71247	1.12055
4.70759	1.12786
4.70271	1.11026
4.69783	1.08944
4.69295	1.08667
4.68807	1.08412
4.68318	1.09285
4.6783	1.08413
4.67342	1.0697
4.66854	1.05792
4.66366	1.05912
4.65878	1.05402
4.65389	1.04742
4.64901	1.03396
4.64413	1.01066
4.63925	1.00252
4.63437	0.99824
4.62949	1.00766
4.62461	1.01683
4.61972	1.00922
4.61484	1.01399
4.60996	1.01444
4.60508	1.03009
4.6002	1.02794
4.59532	1.03235
4.59043	1.02927
4.58555	1.02437
4.58067	1.0371
4.57579	1.03341
4.57091	1.03821
4.56603	1.03171
4.56114	1.00568
4.55626	0.99696
4.55138	0.98796
4.5465	0.983
4.54162	0.96801
4.53674	0.96709
4.53186	0.97082
4.52697	0.98463
4.52209	0.97942
4.51721	0.97436
4.51233	0.9767
4.50745	0.99394
4.50257	0.98565
4.49768	0.9806
4.4928	0.96647
4.48792	0.9568
4.48304	0.9531
4.47816	0.9588
4.47328	0.96143
4.46839	0.95642
4.46351	0.9582
4.45863	0.9537
4.45375	0.96683
4.44887	0.9815
4.44399	0.99593
4.4391	1.0054
4.43422	1.02375
4.42934	1.04235
4.42446	1.06032
4.41958	1.06822
4.4147	1.08376
4.40981	1.08749
4.40493	1.09578
4.40005	1.10587
4.39517	1.11564
4.39029	1.12511
4.38541	1.11487
4.38053	1.11339
4.37564	1.10738
4.37076	1.10142
4.36588	1.09801
4.361	1.08377
4.35612	1.07784
4.35124	1.07049
4.34635	1.07221
4.34147	1.07041
4.33659	1.06652
4.33171	1.06035
4.32683	1.07389
4.32195	1.05572
4.31706	1.03877
4.31218	1.02379
4.3073	1.00445
4.30242	0.99126
4.29754	0.98666
4.29266	0.96832
4.28778	0.95267
4.28289	0.94245
4.27801	0.93217
4.27313	0.93352
4.26825	0.92357
4.26337	0.91925
4.25849	0.91747
4.2536	0.91513
4.24872	0.92438
4.24384	0.92457
4.23896	0.92989
4.23408	0.94026
4.2292	0.93482
4.22431	0.94124
4.21943	0.93723
4.21455	0.93292
4.20967	0.94074
4.20479	0.9376
4.19991	0.95749
4.19502	0.96051
4.19014	0.98242
4.18526	0.98887
4.18038	0.98999
4.1755	0.99998
4.17062	1.00887
4.16574	1.00988
4.16085	1.02624
4.15597	1.03613
4.15109	1.04358
4.14621	1.06376
4.14133	1.07333
4.13645	1.07329
4.13156	1.07182
4.12668	1.06131
4.1218	1.06002
4.11692	1.05176
4.11204	1.03863
4.10716	1.03748
4.10227	1.03475
4.09739	1.04679
4.09251	1.05277
4.08763	1.05253
4.08275	1.05696
4.07787	1.05787
4.07298	1.05266
4.0681	1.05593
4.06322	1.059
4.05834	1.06451
4.05346	1.06162
4.04858	1.0598
4.04369	1.05907
4.03881	1.05639
4.03393	1.05679
4.02905	1.05648
4.02417	1.06116
4.01929	1.07732
4.01441	1.07864
4.00952	1.09174
4.00464	1.08087
3.99976	1.06954
3.99488	1.07394
3.99	1.07645
3.98512	1.06798
3.98023	1.07006
3.97535	1.07427
3.97047	1.07425
3.96559	1.08763
3.96071	1.10048
3.95583	1.10952
3.95094	1.09845
3.94606	1.08658
3.94118	1.08634
3.9363	1.06705
3.93142	1.0622
3.92654	1.06004
3.92165	1.05534
3.91677	1.06308
